seriesuid,width,height,slice,vcoordX,vcoordY,vcoordZ
513670,350,350,310,318.0,157.0,154.99999999999997
513670,350,350,310,314.0,223.0,270.0
525764,350,350,449,43.0,158.0,32.0
525764,350,350,449,161.0,309.0,417.0
525764,350,350,449,161.0,309.0,417.0
525764,350,350,449,222.0,307.0,414.0
525764,350,350,449,222.0,307.0,414.0
525764,350,350,449,318.0,227.0,413.0
525764,350,350,449,318.0,227.0,413.0
664597,388,388,300,32.0,154.0,92.0
664597,388,388,300,91.0,102.0,90.0
664597,388,388,300,95.0,106.0,100.0
664597,388,388,300,98.0,158.0,94.0
664597,388,388,300,99.0,223.0,95.0
664597,388,388,300,156.0,93.0,98.0
664597,388,388,300,159.0,220.0,32.0
664597,388,388,300,162.0,227.0,91.0
655457,306,306,230,102.0,210.0,37.0
655457,306,306,230,100.0,274.0,198.0
655457,306,306,230,163.0,263.0,32.0
655457,306,306,230,164.0,274.0,198.0
655457,306,306,230,224.0,274.0,198.0
655457,306,306,230,270.0,238.0,187.0
637009,388,388,295,92.0,222.0,40.0
637009,388,388,295,167.0,231.0,32.0
637009,388,388,295,165.0,349.0,252.0
637009,388,388,295,166.0,351.0,251.0
637009,388,388,295,224.0,153.0,32.0
637009,388,388,295,234.0,231.0,34.0
637009,388,388,295,229.0,346.0,263.0
637009,388,388,295,231.0,346.0,263.0
637009,388,388,295,280.0,95.0,89.0
637009,388,388,295,287.0,160.0,101.0
637009,388,388,295,285.0,154.0,158.0
637009,388,388,295,348.0,225.0,99.0
380376,284,284,250,48.00000000000002,44.0,218.0
380376,284,284,250,43.00000000000002,163.0,162.0
380376,284,284,250,34.00000000000001,216.0,210.0
380376,284,284,250,91.0,105.0,208.0
380376,284,284,250,107.0,92.0,218.0
380376,284,284,250,93.0,222.0,150.0
380376,284,284,250,147.0,161.0,218.0
380376,284,284,250,157.0,172.0,218.0
380376,284,284,250,164.0,160.0,217.0
380376,284,284,250,151.0,212.0,166.0
380376,284,284,250,172.0,232.0,159.0
380376,284,284,250,212.0,150.0,218.0
380376,284,284,250,224.0,163.0,216.0
380376,284,284,250,228.0,223.0,152.0
380376,284,284,250,237.0,232.0,216.0
380376,284,284,250,242.0,230.0,218.0
649701,277,277,325,32.0,101.0,39.0
649701,277,277,325,32.0,104.0,93.0
649701,277,277,325,44.0,82.0,93.0
649701,277,277,325,32.0,155.0,32.0
649701,277,277,325,87.0,93.0,105.0
649701,277,277,325,107.0,82.0,277.0
649701,277,277,325,106.0,81.0,279.0
649701,277,277,325,163.0,38.0,167.0
649701,277,277,325,162.0,102.0,167.0
649701,277,277,325,166.0,87.0,292.0
649701,277,277,325,165.0,87.0,292.0
649701,277,277,325,226.0,94.0,223.0
649701,277,277,325,233.0,157.0,281.0
649701,277,277,325,231.0,160.0,283.0
688369,350,350,285,286.0,153.0,221.0
688369,350,350,285,292.0,155.0,246.0
688369,350,350,285,317.0,161.0,223.0
656791,377,377,288,331.0,277.0,234.0
656791,377,377,288,332.0,276.0,213.0
394363,370,370,306,338.0,299.0,273.99999999999994
696403,403,403,330,41.0,226.0,172.0
696403,403,403,330,32.0,219.0,298.0
696403,403,403,330,95.0,86.0,32.0
696403,403,403,330,367.0,217.0,289.0
696403,403,403,330,371.0,223.0,298.0
696403,403,403,330,371.0,220.0,276.0
696403,403,403,330,371.0,221.0,294.0
678281,355,355,305,34.0,310.0,232.0
678281,355,355,305,94.0,157.0,32.0
678281,355,355,305,104.0,164.0,43.0
678281,355,355,305,166.0,209.0,43.0
678281,355,355,305,165.0,298.0,96.0
678281,355,355,305,160.0,299.0,273.0
678281,355,355,305,146.0,323.0,237.0
678281,355,355,305,159.0,312.0,271.0
678281,355,355,305,228.0,107.0,39.0
678281,355,355,305,230.0,98.0,32.0
678281,355,355,305,221.0,295.0,87.0
678281,355,355,305,223.0,295.0,105.0
678281,355,355,305,218.0,292.0,273.0
678281,355,355,305,209.0,309.0,273.0
678281,355,355,305,284.0,223.0,32.0
678281,355,355,305,323.0,226.0,273.0
401934,360,360,265,323.0,214.0,219.0
696750,394,394,355,42.0,233.0,148.0
696750,394,394,355,91.0,231.0,39.0
696750,394,394,355,94.0,237.0,323.0
696750,394,394,355,94.0,216.0,307.0
696750,394,394,355,158.0,87.0,32.0
696750,394,394,355,157.0,225.0,37.0
696750,394,394,355,166.0,235.0,85.0
696750,394,394,355,168.0,226.0,100.0
696750,394,394,355,220.0,338.0,300.0
696750,394,394,355,360.0,230.0,227.0
696750,394,394,355,360.0,229.0,228.0
675354,330,330,288,235.0,80.0,34.0
675354,330,330,288,298.0,103.0,90.0
675354,330,330,288,285.0,164.0,32.0
675354,330,330,288,298.0,104.0,95.0
517264,331,331,230,44.0,234.0,198.0
517264,331,331,230,101.0,292.0,198.0
517264,331,331,230,95.0,299.0,152.0
517264,331,331,230,100.0,291.0,198.0
517264,331,331,230,162.0,299.0,198.0
646531,350,350,279,101.0,82.0,108.99999999999994
646531,350,350,279,109.0,96.0,92.99999999999996
646531,350,350,279,91.0,170.0,31.999999999999968
646531,350,350,279,100.0,157.0,31.999999999999968
646531,350,350,279,90.0,217.0,89.99999999999996
646531,350,350,279,114.0,225.0,86.99999999999996
646531,350,350,279,293.0,157.0,241.99999999999997
646531,350,350,279,318.0,162.0,164.99999999999994
646531,350,350,279,318.0,157.0,159.99999999999994
646531,350,350,279,318.0,317.99999999999994,31.999999999999968
646531,350,350,279,318.0,317.99999999999994,91.99999999999996
646531,350,350,279,318.0,317.99999999999994,158.99999999999994
646531,350,350,279,318.0,317.99999999999994,216.99999999999997
646531,350,350,279,318.0,317.99999999999994,241.99999999999997
697922,350,350,261,42.0,156.99999999999997,221.0
697922,350,350,261,103.0,221.00000000000003,154.0
697922,350,350,261,318.0,318.00000000000006,159.0
697922,350,350,261,318.0,318.00000000000006,223.0
697922,350,350,261,318.0,318.00000000000006,227.0
697423,350,350,310,165.0,40.0,32.0
501140,380,380,250,60.0,222.0,35.0
501140,380,380,250,44.0,234.0,94.0
501140,380,380,250,40.0,294.0,216.0
501140,380,380,250,92.0,148.0,32.0
501140,380,380,250,98.0,278.0,214.0
501140,380,380,250,106.0,348.0,96.0
501140,380,380,250,100.0,346.0,217.0
501140,380,380,250,161.0,227.0,32.0
501140,380,380,250,218.0,213.0,39.0
501140,380,380,250,225.0,232.0,32.0
501140,380,380,250,288.0,164.0,37.0
501140,380,380,250,294.0,224.0,32.0
501140,380,380,250,284.0,348.0,97.0
501140,380,380,250,285.0,348.0,160.0
501140,380,380,250,288.0,346.0,215.0
501140,380,380,250,343.0,295.0,215.0
680422,364,364,305,33.0,158.0,32.0
680422,364,364,305,283.0,328.0,228.0
680422,364,364,305,285.0,328.0,273.0
680422,364,364,305,325.0,287.0,160.0
681432,330,330,216,166.0,38.0,32.0
681432,330,330,216,293.0,95.0,39.0
681432,330,330,216,297.0,100.0,40.0
639399,319,319,270,220.0,107.0,32.0
639399,319,319,270,229.0,100.0,42.0
639399,319,319,270,287.0,153.0,151.0
647629,303,303,340,32.0,220.0,220.0
647629,303,303,340,32.0,213.0,289.0
647629,303,303,340,32.0,211.0,301.0
647629,303,303,340,32.0,230.0,308.0
664764,346,346,275,62.0,156.0,217.0
664764,346,346,275,92.0,230.0,99.0
664764,346,346,275,157.0,291.0,243.0
664764,346,346,275,157.0,311.0,223.0
664764,346,346,275,158.0,305.0,236.0
664764,346,346,275,223.0,287.0,243.0
664764,346,346,275,216.0,307.0,233.0
664764,346,346,275,217.0,304.0,238.0
664764,346,346,275,291.0,161.0,228.0
664764,346,346,275,290.0,163.0,231.0
689078,350,350,300,94.0,44.0,264.0
689078,350,350,300,86.00000000000001,88.0,213.0
689078,350,350,300,158.0,32.0,171.0
689078,350,350,300,159.0,34.0,170.0
689078,350,350,300,155.0,93.0,158.0
689078,350,350,300,153.0,86.0,267.0
689078,350,350,300,230.0,41.0,169.0
689078,350,350,300,211.0,40.0,268.0
689078,350,350,300,232.0,32.0,261.0
689078,350,350,300,225.0,88.0,262.0
689078,350,350,300,230.0,315.0,268.0
689078,350,350,300,277.0,41.0,258.0
689078,350,350,300,318.0,105.0,217.0
689078,350,350,300,318.0,157.0,220.0
689078,350,350,300,310.0,157.0,263.0
512678,386,386,330,42.0,162.0,33.0
512678,386,386,330,97.0,283.0,93.0
512678,386,386,330,163.0,148.0,287.0
512678,386,386,330,155.0,287.0,40.0
512678,386,386,330,167.0,280.0,32.0
512678,386,386,330,154.0,283.0,93.0
512678,386,386,330,220.0,151.0,298.0
512678,386,386,330,221.0,228.0,32.0
512678,386,386,330,232.0,277.0,32.0
512678,386,386,330,288.0,157.0,32.0
512678,386,386,330,287.0,276.0,91.0
512678,386,386,330,276.0,276.0,282.0
512678,386,386,330,351.0,354.00000000000006,32.0
512678,386,386,330,352.0,354.00000000000006,94.0
512678,386,386,330,354.0,354.00000000000006,91.0
512678,386,386,330,351.0,354.00000000000006,154.0
512678,386,386,330,353.0,354.00000000000006,285.0
512678,386,386,330,353.0,354.00000000000006,292.0
512678,386,386,330,354.0,354.00000000000006,32.0
512678,386,386,330,354.0,354.00000000000006,94.0
512678,386,386,330,354.0,354.00000000000006,159.0
512678,386,386,330,354.0,354.00000000000006,220.0
512678,386,386,330,354.0,354.00000000000006,32.0
512678,386,386,330,354.0,354.00000000000006,95.0
512678,386,386,330,354.0,354.00000000000006,158.0
512678,386,386,330,354.0,354.00000000000006,221.0
512678,386,386,330,353.0,354.00000000000006,32.0
512678,386,386,330,354.0,354.00000000000006,93.0
512678,386,386,330,354.0,354.00000000000006,157.0
512678,386,386,330,354.0,354.00000000000006,216.0
512678,386,386,330,353.0,354.00000000000006,285.0
512678,386,386,330,354.0,354.00000000000006,290.0
412500,365,365,280,32.0,209.0,100.0
412500,365,365,280,96.0,157.0,222.0
412500,365,365,280,92.0,228.0,97.0
412500,365,365,280,94.0,222.0,170.0
412500,365,365,280,99.0,236.0,158.0
412500,365,365,280,97.0,328.0,158.0
412500,365,365,280,104.0,329.0,168.0
412500,365,365,280,95.0,326.0,223.0
412500,365,365,280,88.99999999999999,326.0,248.0
412500,365,365,280,96.0,324.0,241.0
412500,365,365,280,102.0,332.0,244.0
412500,365,365,280,172.0,169.0,218.0
412500,365,365,280,170.0,168.0,240.0
412500,365,365,280,172.0,166.0,245.0
412500,365,365,280,233.0,151.0,248.0
412500,365,365,280,290.0,154.0,213.0
412500,365,365,280,327.0,217.0,224.0
412500,365,365,280,324.0,215.0,233.0
412500,365,365,280,325.0,289.0,32.0
412500,365,365,280,326.0,287.0,223.0
412500,365,365,280,326.0,288.0,247.0
656281,318,318,310,215.0,100.0,44.0
656281,318,318,310,228.0,90.0,32.0
656281,318,318,310,227.0,90.0,219.0
656281,318,318,310,283.0,92.0,162.0
680771,321,321,225,98.0,289.0,193.0
680771,321,321,225,98.0,289.0,193.0
658018,350,350,315,98.0,91.0,87.0
658018,350,350,315,102.0,160.0,102.0
658018,350,350,315,97.0,219.0,95.0
658018,350,350,315,228.0,167.0,32.0
658018,350,350,315,296.0,170.0,280.0
658018,350,350,315,292.0,295.0,280.0
658018,350,350,315,318.0,221.0,170.0
318856,451,451,285,96.99999999999996,363.0,224.0
318856,451,451,285,171.99999999999997,346.0,253.0
318856,451,451,285,290.0,358.0,253.0
318856,451,451,285,419.0,223.0,242.0
318856,451,451,285,417.0,353.0,88.0
318856,451,451,285,419.0,355.0,228.0
318856,451,451,285,419.0,223.0,242.0
318856,451,451,285,419.0,355.0,229.0
676221,350,350,290,37.0,286.0,214.0
676221,350,350,290,147.0,86.0,156.0
676221,350,350,290,318.0,167.0,252.0
671831,352,352,295,88.0,105.0,32.0
671831,352,352,295,90.0,85.0,95.0
671831,352,352,295,102.0,234.0,103.0
671831,352,352,295,159.0,95.0,32.0
671831,352,352,295,167.0,104.0,32.0
671831,352,352,295,147.0,230.0,40.0
671831,352,352,295,151.0,228.0,32.0
671831,352,352,295,164.0,211.0,84.0
671831,352,352,295,162.0,294.0,38.0
671831,352,352,295,150.0,293.0,95.0
671831,352,352,295,229.0,161.0,97.0
671831,352,352,295,288.0,97.0,99.0
671831,352,352,295,294.0,159.0,254.0
671831,352,352,295,320.0,155.0,92.0
671831,352,352,295,311.0,214.0,152.0
542611,369,369,285,85.0,276.0,152.0
542611,369,369,285,95.0,337.0,32.0
542611,369,369,285,96.0,337.0,252.0
542611,369,369,285,169.0,283.0,90.0
542611,369,369,285,218.0,228.0,36.0
542611,369,369,285,288.0,332.0,32.0
542611,369,369,285,286.0,334.0,101.0
542611,369,369,285,287.0,334.0,161.0
542611,369,369,285,287.0,332.0,227.0
542611,369,369,285,287.0,334.0,253.0
542611,369,369,285,337.0,276.0,153.0
542611,369,369,285,337.0,277.0,246.0
493047,302,302,325,102.0,219.0,32.0
371756,311,311,315,279.0,279.0,281.0
656731,384,384,305,95.0,81.0,107.0
656731,384,384,305,78.0,220.0,273.0
656731,384,384,305,158.0,94.0,93.0
656731,384,384,305,172.0,352.0,233.0
656731,384,384,305,155.0,343.0,266.0
656731,384,384,305,216.0,85.0,35.0
656731,384,384,305,230.0,226.0,32.0
656731,384,384,305,277.0,82.0,105.0
656731,384,384,305,298.0,97.0,85.0
656731,384,384,305,288.0,219.0,32.0
639087,350,350,285,172.0,308.0,81.0
639087,350,350,285,158.0,318.0,229.0
639087,350,350,285,226.0,308.0,103.0
639087,350,350,285,227.0,308.0,85.0
639087,350,350,285,316.0,312.0,232.0
663638,350,350,315,99.0,169.0,278.0
663638,350,350,315,88.0,213.0,265.0
663638,350,350,315,100.0,221.0,283.0
663638,350,350,315,162.0,152.0,233.0
663638,350,350,315,148.0,166.0,277.0
663638,350,350,315,164.0,149.0,274.0
663638,350,350,315,150.0,298.0,225.0
663638,350,350,315,166.0,283.0,223.0
663638,350,350,315,171.0,313.0,213.0
663638,350,350,315,219.0,165.0,283.0
663638,350,350,315,222.0,281.0,224.0
663638,350,350,315,212.0,280.0,276.0
663638,350,350,315,289.0,158.0,283.0
685442,350,350,300,31.999999999999968,171.0,259.0
685442,350,350,300,42.99999999999999,217.0,32.0
685442,350,350,300,36.99999999999999,287.0,268.0
685442,350,350,300,101.0,281.0,32.0
685442,350,350,300,164.0,289.0,32.0
685442,350,350,300,163.0,300.0,268.0
685442,350,350,300,156.0,304.0,257.0
685442,350,350,300,225.0,298.0,262.0
685442,350,350,300,315.0,221.0,41.0
685442,350,350,300,286.0,284.0,268.0
685442,350,350,300,318.0,160.0,160.0
685442,350,350,300,318.0,153.0,154.0
702494,334,334,275,170.0,95.0,210.99999999999997
702494,334,334,275,168.0,302.0,242.99999999999997
702494,334,334,275,237.0,170.0,32.0
702494,334,334,275,234.0,160.0,230.99999999999997
702494,334,334,275,232.0,160.0,233.99999999999997
702494,334,334,275,217.0,233.0,38.0
702494,334,334,275,217.0,222.0,163.99999999999994
702494,334,334,275,235.0,229.0,165.99999999999994
702494,334,334,275,291.0,160.0,38.0
702494,334,334,275,281.0,221.0,32.0
689326,298,298,285,36.00000000000001,91.0,216.0
689326,298,298,285,32.00000000000001,158.0,253.0
689326,298,298,285,37.000000000000014,236.0,150.0
689326,298,298,285,37.000000000000014,227.0,214.0
689326,298,298,285,32.00000000000001,209.0,253.0
689326,298,298,285,101.0,108.0,247.0
689326,298,298,285,104.0,157.0,253.0
689326,298,298,285,100.0,266.0,253.0
689326,298,298,285,165.0,105.0,246.0
689326,298,298,285,159.0,159.0,163.0
689326,298,298,285,155.0,150.0,225.0
689326,298,298,285,171.0,154.0,224.0
689326,298,298,285,171.0,170.0,218.0
689326,298,298,285,164.0,266.0,253.0
689326,298,298,285,233.0,107.0,221.0
689326,298,298,285,226.0,102.0,244.0
689326,298,298,285,223.0,232.0,253.0
689326,298,298,285,222.0,266.0,253.0
689326,298,298,285,266.0,89.0,217.0
689326,298,298,285,265.0,154.0,253.0
688256,317,317,295,43.0,105.0,158.0
688256,317,317,295,37.0,218.0,33.0
688256,317,317,295,88.0,89.0,35.0
688256,317,317,295,90.0,94.0,104.0
688256,317,317,295,110.0,105.0,93.0
688256,317,317,295,169.0,99.0,32.0
688256,317,317,295,167.0,92.0,213.0
689703,297,297,240,171.0,103.0,200.0
689703,297,297,240,252.0,156.0,204.0
689703,297,297,240,259.0,260.0,148.0
686152,330,330,255,112.0,286.0,223.0
686152,330,330,255,162.0,293.0,223.0
686152,330,330,255,162.0,296.0,223.0
542604,439,439,290,84.00000000000003,215.0,160.0
648020,350,350,252,223.0,230.0,35.0
648020,350,350,252,236.0,239.0,32.0
648020,350,350,252,318.0,316.0,32.0
648020,350,350,252,318.0,316.0,94.0
648020,350,350,252,318.0,316.0,159.0
648020,350,350,252,318.0,318.0,218.0
647567,341,341,315,226.0,309.0,278.0
647567,341,341,315,281.0,91.0,32.0
631673,314,314,250,41.0,100.0,88.0
631673,314,314,250,108.0,43.0,90.0
389624,400,400,296,96.99999999999996,356.0,225.0
389624,400,400,296,98.99999999999996,358.0,225.0
389624,400,400,296,162.99999999999997,368.0,232.0
389624,400,400,296,228.0,344.0,151.0
389624,400,400,296,223.0,354.0,254.0
389624,400,400,296,223.0,368.0,233.0
389624,400,400,296,289.0,368.0,222.0
389624,400,400,296,368.0,294.0,223.0
656354,350,350,270,36.0,170.0,32.0
656354,350,350,270,32.0,160.0,232.0
656354,350,350,270,33.0,164.0,238.0
656354,350,350,270,83.0,91.0,42.0
656354,350,350,270,100.0,164.0,95.0
656354,350,350,270,93.0,226.0,32.0
656354,350,350,270,101.0,225.0,154.0
656354,350,350,270,105.0,283.0,147.0
656354,350,350,270,99.0,312.0,233.0
656354,350,350,270,225.0,98.0,32.0
656354,350,350,270,222.0,152.0,219.0
656354,350,350,270,218.0,167.0,228.0
656354,350,350,270,221.0,312.0,236.0
656354,350,350,270,315.0,162.0,222.0
656354,350,350,270,314.0,165.0,235.0
647621,376,376,265,33.0,293.0,230.0
647621,376,376,265,239.0,96.0,32.0
647621,376,376,265,212.0,344.0,233.0
647621,376,376,265,214.0,341.0,233.0
647621,376,376,265,286.0,156.0,37.0
647621,376,376,265,282.0,165.0,32.0
647621,376,376,265,298.0,168.0,32.0
647621,376,376,265,292.0,221.0,32.0
647621,376,376,265,289.0,237.0,32.0
647621,376,376,265,344.0,169.0,32.0
647621,376,376,265,344.0,154.0,32.0
647621,376,376,265,344.0,151.0,40.0
647621,376,376,265,344.0,165.0,40.0
647621,376,376,265,344.0,156.0,95.0
647621,376,376,265,344.0,285.0,226.0
647621,376,376,265,344.0,285.0,226.0
680942,325,325,300,31.999999999999986,231.0,32.0
680942,325,325,300,281.0,98.0,85.0
680942,325,325,300,290.0,293.0,215.0
680942,325,325,300,290.0,293.0,215.0
680942,325,325,300,282.0,99.0,85.0
680942,325,325,300,293.0,293.0,215.0
680942,325,325,300,293.0,293.0,215.0
645990,350,350,321,41.0,159.0,285.0
645990,350,350,321,41.0,159.0,285.0
645990,350,350,321,89.0,154.0,231.0
645990,350,350,321,104.0,235.0,103.99999999999996
645990,350,350,321,105.0,214.0,229.0
645990,350,350,321,157.0,223.0,32.0
645990,350,350,321,162.0,281.99999999999994,157.99999999999997
645990,350,350,321,215.0,164.0,227.0
645990,350,350,321,231.0,222.0,220.0
645990,350,350,321,227.0,211.0,276.99999999999994
645990,350,350,321,227.0,211.0,276.99999999999994
696544,395,395,310,62.0,110.0,32.0
696544,395,395,310,41.0,174.0,157.0
696544,395,395,310,32.0,229.0,224.0
696544,395,395,310,32.0,214.0,215.0
696544,395,395,310,99.0,165.0,168.0
696544,395,395,310,155.0,94.0,160.0
696544,395,395,310,174.0,106.0,153.0
696544,395,395,310,222.0,103.0,36.0
696544,395,395,310,233.0,94.0,94.0
696544,395,395,310,227.0,166.0,36.0
696544,395,395,310,230.0,159.0,95.0
696544,395,395,310,225.0,150.0,168.0
696544,395,395,310,225.0,172.0,156.0
696544,395,395,310,232.0,154.0,152.0
696544,395,395,310,234.0,169.0,161.0
696544,395,395,310,228.0,340.0,278.0
696544,395,395,310,289.0,97.0,32.0
696544,395,395,310,292.0,84.0,95.0
696544,395,395,310,286.0,159.0,35.0
696544,395,395,310,297.0,155.0,91.0
696544,395,395,310,349.0,175.0,156.0
655782,350,350,330,44.0,108.0,32.0
655782,350,350,330,38.0,162.0,41.0
655782,350,350,330,99.0,93.0,100.0
655782,350,350,330,102.0,224.0,155.0
671851,333,333,260,32.0,94.0,224.00000000000009
671851,333,333,260,32.0,108.0,228.00000000000009
671851,333,333,260,32.0,97.0,227.00000000000009
325675,380,380,245,89.0,149.0,32.0
325675,380,380,245,99.0,224.0,32.0
325675,380,380,245,285.0,149.0,32.0
325675,380,380,245,294.0,232.0,39.0
325675,380,380,245,296.0,342.0,159.0
325675,380,380,245,294.0,343.0,210.0
703590,331,331,265,32.00000000000001,103.0,228.0
703590,331,331,265,37.000000000000014,114.0,226.0
703590,331,331,265,45.00000000000002,96.0,215.0
703590,331,331,265,32.00000000000001,103.0,230.0
703590,331,331,265,37.000000000000014,113.0,226.0
703590,331,331,265,32.00000000000001,221.0,91.0
703590,331,331,265,101.0,104.0,43.0
703590,331,331,265,101.0,152.0,35.0
703590,331,331,265,103.0,159.0,32.0
703590,331,331,265,165.0,288.0,159.0
703590,331,331,265,147.0,287.0,230.0
703590,331,331,265,171.0,288.0,229.0
703590,331,331,265,147.0,289.0,230.0
703590,331,331,265,171.0,288.0,228.0
703590,331,331,265,165.0,288.0,159.0
703590,331,331,265,170.0,287.0,228.0
703590,331,331,265,170.0,287.0,228.0
703590,331,331,265,225.0,39.0,32.0
703590,331,331,265,228.0,284.0,232.0
703590,331,331,265,228.0,284.0,233.0
703590,331,331,265,283.0,108.0,226.0
703590,331,331,265,283.0,108.0,226.0
703590,331,331,265,299.0,222.0,229.0
696735,403,403,285,152.0,348.0,226.0
696735,403,403,285,156.0,341.0,242.0
696735,403,403,285,212.0,340.0,244.0
680371,367,367,270,32.0,226.0,238.0
680371,367,367,270,89.0,87.0,32.0
680371,367,367,270,92.0,86.0,32.0
680371,367,367,270,156.0,236.0,41.0
680371,367,367,270,163.0,213.0,32.0
680371,367,367,270,160.0,291.0,219.0
680371,367,367,270,165.0,331.0,232.0
680371,367,367,270,164.0,331.0,232.0
680371,367,367,270,223.0,331.0,230.0
680371,367,367,270,286.0,96.0,32.0
680371,367,367,270,331.0,327.0,215.0
688606,350,350,310,32.0,227.0,278.0
688606,350,350,310,159.0,208.0,40.0
688606,350,350,310,228.0,105.0,36.0
688606,350,350,310,220.0,149.0,40.0
688606,350,350,310,234.0,220.0,32.0
688606,350,350,310,287.0,235.0,38.0
688606,350,350,310,318.0,228.0,278.0
688606,350,350,310,309.0,279.0,153.0
656652,344,344,260,109.0,98.0,99.99999999999987
656652,344,344,260,166.0,93.0,37.0
656652,344,344,260,161.0,211.0,159.99999999999994
656652,344,344,260,285.0,166.0,216.99999999999997
656652,344,344,260,287.0,167.0,220.99999999999997
647576,350,350,273,32.0,163.0,241.00000000000009
647576,350,350,273,166.0,171.0,233.00000000000009
647576,350,350,273,167.0,171.0,241.00000000000009
647576,350,350,273,223.0,164.0,227.00000000000009
647576,350,350,273,316.0,150.0,239.00000000000009
696560,386,386,325,44.0,155.0,230.0
696560,386,386,325,32.0,289.0,285.0
696560,386,386,325,32.0,279.0,288.0
696560,386,386,325,32.0,284.0,289.0
696560,386,386,325,168.0,90.0,32.0
696560,386,386,325,155.0,94.0,104.0
696560,386,386,325,235.0,95.0,32.0
696560,386,386,325,212.0,150.0,32.0
696560,386,386,325,229.0,164.0,41.0
696560,386,386,325,214.0,164.0,88.0
696560,386,386,325,234.0,159.0,95.0
696560,386,386,325,296.0,98.0,37.0
696560,386,386,325,285.0,106.0,96.0
696560,386,386,325,285.0,167.0,36.0
696560,386,386,325,282.0,215.0,86.0
696560,386,386,325,295.0,221.0,91.0
696560,386,386,325,354.0,158.0,40.0
696560,386,386,325,354.0,165.0,32.0
696560,386,386,325,354.0,160.0,96.0
696560,386,386,325,354.0,161.0,160.0
696560,386,386,325,353.0,220.0,95.0
696560,386,386,325,354.0,160.0,32.0
696560,386,386,325,354.0,161.0,38.0
696560,386,386,325,354.0,161.0,96.0
696560,386,386,325,354.0,162.0,160.0
696560,386,386,325,352.0,223.0,96.0
688616,383,383,315,34.000000000000036,167.0,216.0
688616,383,383,315,43.00000000000003,165.0,274.0
688616,383,383,315,92.00000000000004,225.0,165.0
688616,383,383,315,94.00000000000004,294.0,274.0
688616,383,383,315,160.00000000000003,231.0,41.0
688616,383,383,315,224.00000000000003,101.0,32.0
688616,383,383,315,219.00000000000003,335.0,276.0
688616,383,383,315,296.0,94.0,32.0
688616,383,383,315,301.0,88.0,98.0
688616,383,383,315,286.0,157.0,32.0
688616,383,383,315,351.0,161.0,32.0
688616,383,383,315,351.0,228.0,37.0
688616,383,383,315,348.0,285.0,277.0
659522,350,350,270,163.0,97.0,233.0
659522,350,350,270,292.0,99.0,227.0
659522,350,350,270,290.0,100.0,229.0
659522,350,350,270,312.0,280.0,235.0
689167,350,350,300,164.0,310.0,225.0
509323,342,342,305,32.00000000000001,36.0,273.0
688283,350,350,345,42.0,164.0,34.0
688283,350,350,345,39.0,164.0,280.0
688283,350,350,345,36.0,160.0,313.0
688283,350,350,345,32.0,290.0,301.0
688283,350,350,345,148.0,318.0,307.0
688283,350,350,345,221.0,226.0,33.0
688283,350,350,345,225.0,305.0,292.0
688283,350,350,345,219.0,314.0,280.0
688283,350,350,345,213.0,315.0,313.0
688283,350,350,345,300.0,159.0,32.0
688283,350,350,345,291.0,298.0,284.0
688283,350,350,345,287.0,303.0,283.0
688283,350,350,345,318.0,170.0,32.0
688283,350,350,345,318.0,158.0,34.0
688283,350,350,345,318.0,162.0,283.0
688283,350,350,345,315.0,165.0,309.0
688283,350,350,345,318.0,287.0,284.0
688283,350,350,345,308.0,283.0,313.0
631151,380,380,330,34.0,169.0,87.0
631151,380,380,330,89.0,228.0,88.0
631151,380,380,330,95.0,230.0,103.0
631151,380,380,330,161.0,170.0,40.0
631151,380,380,330,151.0,218.0,32.0
631151,380,380,330,163.0,333.0,169.0
631151,380,380,330,283.0,97.0,36.0
631151,380,380,330,298.0,94.0,32.0
631151,380,380,330,299.0,90.0,39.0
631151,380,380,330,289.0,94.0,97.0
697498,350,350,275,92.0,312.0,237.0
664658,350,350,170,97.0,213.0,128.0
678078,362,362,265,32.0,282.0,32.0
678078,362,362,265,32.0,281.0,91.0
678078,362,362,265,38.0,315.0,225.0
678078,362,362,265,102.0,98.0,226.0
678078,362,362,265,98.0,218.0,32.0
678078,362,362,265,153.0,214.0,32.0
678078,362,362,265,153.0,320.0,92.0
678078,362,362,265,226.0,99.0,233.0
678078,362,362,265,227.0,221.0,34.0
678078,362,362,265,294.0,86.0,32.0
678078,362,362,265,290.0,156.0,82.0
678078,362,362,265,329.0,155.0,32.0
678078,362,362,265,330.0,326.0,220.0
678078,362,362,265,330.0,324.0,222.0
655511,320,320,365,32.0,228.0,333.0
631284,380,380,325,43.0,157.0,32.0
631284,380,380,325,60.0,154.0,216.0
631284,380,380,325,34.0,222.0,169.0
631284,380,380,325,39.0,215.0,150.0
631284,380,380,325,32.0,223.0,292.0
631284,380,380,325,32.0,225.0,279.0
631284,380,380,325,32.0,223.0,293.0
631284,380,380,325,32.0,224.0,281.0
631284,380,380,325,96.0,107.0,91.0
631284,380,380,325,93.0,227.0,32.0
631284,380,380,325,101.0,221.0,155.0
631284,380,380,325,154.0,295.0,222.0
631284,380,380,325,160.0,292.0,286.0
631284,380,380,325,160.0,291.0,290.0
631284,380,380,325,166.0,347.0,293.0
631284,380,380,325,166.0,347.0,293.0
631284,380,380,325,220.0,345.0,216.0
631284,380,380,325,224.0,346.0,293.0
631284,380,380,325,225.0,345.0,293.0
