seriesuid,width,height,slice,originX,originY,originZ,spacingX,spacingY,spacingZ,segmented_lung,segmented_medi
631196,364,364,295,-187.64453125,-321.64453125,-752.4000244140625,0.7109375,0.7109375,5.0,0.1325892025649895,0.9568456431815531
643152,328,328,320,-157.86932373046875,-163.6796875,-302.1334228515625,0.640625,0.640625,5.0,0.17545717183781975,0.9094040470701963
680761,368,368,310,-175.6513671875,-183.640625,-334.983154296875,0.71875,0.71875,5.0,0.1413117796816879,0.9144785886334532
664097,411,411,285,-215.99305725097656,-205.0986328125,-373.1888427734375,0.802734375,0.802734375,5.0,0.11949181684327263,0.929308364534984
685559,369,369,342,-201.4739990234375,-30.700000762939453,-230.64999389648438,0.720703125,0.720703125,3.0,0.14145257864883123,0.9188442036562238
643369,403,403,300,-201.1064453125,-341.1064453125,-583.0999755859375,0.787109375,0.787109375,5.0,0.11035225880339143,0.9629704429352232
518177,350,350,287,-187.10000610351562,-175.0,-1220.0,0.6835939884185791,0.6835939884185791,7.0,0.23293055535803173,0.927734110787172
631145,344,344,290,-172.6640625,-311.6640625,-660.0,0.671875,0.671875,5.0,0.15875447003039853,0.9343644514276123
337564,336,336,225,-158.2300567626953,-167.671875,-463.2723388671875,0.65625,0.65625,5.0,0.10685633975812547,0.9528236410304862
661587,350,350,270,-173.2056121826172,-174.658203125,-360.98974609375,0.68359375,0.68359375,5.0,0.12793696145124717,0.9505066061980347
688388,335,335,300,-149.01544189453125,-167.1728515625,-342.4090576171875,0.654296875,0.654296875,5.0,0.1634219351006163,0.8657804707804262
655626,350,350,275,-174.65821838378906,-174.658203125,1000.1690673828125,0.68359375,0.68359375,5.0,0.12344219666048238,0.950408371057514
696391,350,350,265,-152.86935424804688,-174.658203125,1247.6676025390625,0.68359375,0.68359375,5.0,0.13202609164420484,0.9532677396996534
372760,316,316,285,-176.0,-158.0,-264.0,0.6171875,0.6171875,5.0,0.12056656321945707,0.9410249706946424
655603,327,327,250,-175.1806640625,-303.1806640625,-523.9000244140625,0.638671875,0.638671875,5.0,0.12094687128842503,0.9547150726182794
672132,350,350,280,-174.658203125,-174.658203125,-421.416748046875,0.68359375,0.68359375,5.0,0.12998276967930028,0.910625306122449
649683,350,350,305,-173.93191528320312,-174.658203125,-360.99560546875,0.68359375,0.68359375,5.0,0.07739894279023085,0.9111275744396119
639084,395,395,235,-199.0,-197.5,-857.5,0.7714840173721313,0.7714840173721313,5.0,0.11461463827059902,0.9332809867485775
643608,343,343,345,-166.1650390625,-314.1650390625,-759.7000122070312,0.669921875,0.669921875,5.0,0.1329981185745218,0.9400176723171024
672101,369,369,340,-181.1396484375,-324.1396484375,-783.4000244140625,0.720703125,0.720703125,5.0,0.1624474832345964,0.949795311519192
655394,410,410,301,-204.52099609375,-204.5216064453125,-938.0,0.800000011920929,0.800000011920929,7.0,0.09449534666321463,0.9512853051794435
692565,268,268,215,-139.54864501953125,-133.73828125,-92.6689453125,0.5234375,0.5234375,5.0,0.1949126935610044,0.8977239583063509
632235,350,350,315,-160.8585968017578,-174.658203125,-458.8533935546875,0.68359375,0.68359375,5.0,0.1739993521218011,0.9002627275672174
649162,350,350,310,-163.0374755859375,-174.658203125,-525.63330078125,0.68359375,0.68359375,5.0,0.14107889400921658,0.9387857011191574
696670,350,350,279,-169.0500030517578,-7.300000190734863,-221.6699981689453,0.68359375,0.68359375,3.0,0.08590005120327701,0.9095953770755614
687474,350,350,310,-176.11080932617188,-174.658203125,-462.620849609375,0.68359375,0.68359375,5.0,0.14964300197498354,0.9131480184331797
529630,300,300,336,-140.70703125,-297.70703125,-853.0,0.5859375,0.5859375,6.0,0.20166425264550264,0.923191369047619
655511,320,320,365,-159.84300231933594,-159.84339904785156,-866.0,0.625,0.625,5.0,0.16054708904109588,0.924945392765411
664607,387,387,340,-191.1220703125,-333.1220703125,-618.0,0.755859375,0.755859375,5.0,0.12710554646312183,0.9449510285054671
690557,350,350,310,-176.11080932617188,-174.658203125,332.5491943359375,0.68359375,0.68359375,5.0,0.17710812376563528,0.8978610928242264
688546,350,350,310,-178.28970336914062,-174.658203125,-465.773193359375,0.68359375,0.68359375,5.0,0.16955228439763,0.8832133508887426
655468,348,348,285,-177.66015625,-313.66015625,-534.0999755859375,0.6796875,0.6796875,5.0,0.10196087805058955,0.9420767535167686
672505,350,350,265,-191.36300659179688,-174.658203125,1223.7001953125,0.68359375,0.68359375,5.0,0.12885618790912592,0.943609949942241
647275,386,386,300,-211.50672912597656,-192.623046875,-972.238037109375,0.75390625,0.75390625,5.0,0.13127824460611917,0.9316810742122831
335026,330,330,280,-163.5,-165.0,-253.0,0.6445311903953552,0.6445311903953552,7.0,0.15045277449822905,0.9402314705496524
643354,350,350,280,-187.00523376464844,-174.658203125,-311.1815185546875,0.68359375,0.68359375,5.0,0.12698638483965013,0.9144375510204081
655663,411,411,265,-216.0986328125,-325.0986328125,-639.5,0.802734375,0.802734375,5.0,0.11859325108209007,0.9317280501670258
647201,350,350,300,-178.2896728515625,-174.658203125,-432.951171875,0.68359375,0.68359375,5.0,0.13735804081632652,0.8865190476190477
689244,350,350,340,-184.8263397216797,-174.658203125,-373.6927490234375,0.68359375,0.68359375,5.0,0.18526785114045619,0.8710313325330132
656281,318,318,310,-167.9040069580078,1.2000000476837158,43.25,0.62109375,0.62109375,5.0,0.17051228067489163,0.9027867096416919
639476,363,363,365,-181.87181091308594,-181.1455078125,-149.5654296875,0.708984375,0.708984375,5.0,0.15694696935910155,0.8918337476636418
503406,396,396,296,-211.61328125,-316.61328125,-478.5,0.7734375,0.7734375,8.0,0.08466905697019333,0.9408625438454984
627819,350,350,335,-173.20562744140625,-174.658203125,-389.92724609375,0.68359375,0.68359375,5.0,0.1593738409990862,0.9221556625038075
689860,319,319,280,-157.36300659179688,-159.64849853515625,-707.0,0.6240000128746033,0.6240000128746033,7.0,0.1660701826548762,0.9174298812202822
656947,374,374,270,-188.634765625,-331.634765625,-635.4000244140625,0.73046875,0.73046875,5.0,0.08218625915228621,0.933056130138546
696872,319,319,330,-159.1884765625,-299.1884765625,-816.718994140625,0.623046875,0.623046875,4.9956769943237305,0.1863262492953632,0.9436916208596912
647524,399,399,305,-199.1103515625,-339.1103515625,-295.5,0.779296875,0.779296875,5.0,0.14080496858234992,0.9487059198594292
696410,314,314,275,-167.693359375,-275.693359375,-628.072998046875,0.61328125,0.61328125,4.992092609405518,0.15516233371075352,0.9435781278237362
635240,323,323,290,-156.1845703125,-301.1845703125,-783.7999877929688,0.630859375,0.630859375,5.0,0.1506841916867099,0.9365963310363337
673818,372,372,255,-190.0659942626953,-185.49630737304688,-561.5,0.7260000109672546,0.7260000109672546,5.0,0.09254634447142251,0.9021191387874378
689340,378,378,285,-186.630859375,-326.630859375,-129.10000610351562,0.73828125,0.73828125,5.0,0.13632665830753643,0.9381649548130565
318818,332,332,210,-145.1999969482422,-166.0,-1023.2000122070312,0.6484379768371582,0.6484379768371582,10.0,0.09820802141440114,0.985854346819291
680416,354,354,260,-181.73838806152344,-176.654296875,401.4405517578125,0.69140625,0.69140625,5.0,0.13993400069240344,0.9071581810414042
385034,350,350,245,-193.0,-24.0,-599.0,0.68359375,0.68359375,5.0,0.12519913369429406,0.9381608663057059
531750,342,342,294,-182.8000030517578,-171.0,-876.0900268554688,0.6679689884185791,0.6679689884185791,7.0,0.22755998880520711,0.9483003898868121
698402,350,350,275,-170.3004150390625,-174.658203125,-176.6805419921875,0.68359375,0.68359375,5.0,0.19485622263450836,0.925345573283859
680771,321,321,225,-155.0760040283203,-160.40870666503906,-898.5,0.6269999742507935,0.6269999742507935,5.0,0.11798492293790282,0.9246343580602759
656352,350,350,325,-155.9080047607422,-174.658203125,-1009.5,0.6830000281333923,0.6830000281333923,5.0,0.16640529984301414,0.9372874348508634
680084,392,392,325,-184.6171875,-335.6171875,-375.5,0.765625,0.765625,5.0,0.12168083010284177,0.9486471582353506
699528,330,330,256,-179.677734375,-298.677734375,-650.9000244140625,0.64453125,0.64453125,8.0,0.14727692407024792,0.9627425175045914
688155,365,365,325,-172.70172119140625,-182.1435546875,-103.7615966796875,0.712890625,0.712890625,5.0,0.1317393074180464,0.9113167140609437
634250,350,350,295,-195.7207794189453,-174.658203125,-391.8392333984375,0.68359375,0.68359375,5.0,0.15854605326876514,0.8982776617087513
664016,330,330,272,-168.677734375,-265.677734375,16.0,0.64453125,0.64453125,8.0,0.1702618430292227,0.9630352995192567
671774,302,302,310,-162.705078125,-251.705078125,-691.7999877929688,0.58984375,0.58984375,5.0,0.17868829324124155,0.9194136575786858
680638,350,350,295,-173.93191528320312,-174.658203125,1246.3609619140625,0.68359375,0.68359375,5.0,0.14431651331719128,0.9317324109304739
681379,385,385,256,-201.1240234375,-323.1240234375,-136.39999389648438,0.751953125,0.751953125,8.0,0.08351374072356216,0.9579325139146567
655515,350,350,265,-176.8370819091797,-174.658203125,-217.6630859375,0.68359375,0.68359375,5.0,0.11386655371582595,0.9037205698883327
647349,329,329,235,-164.1787109375,-164.1787109375,1244.87939453125,0.642578125,0.642578125,5.0,0.13411884079792788,0.9252195897767138
670070,388,388,304,-195.62109375,-319.62109375,-57.599998474121094,0.7578125,0.7578125,8.0,0.1336840322255847,0.9623627259175146
655782,350,350,330,-173.93191528320312,-174.658203125,-444.1070556640625,0.68359375,0.68359375,5.0,0.16520907854050712,0.9019896103896103
680437,350,350,275,-173.93190002441406,-174.658203125,-553.486572265625,0.68359375,0.68359375,5.0,0.14094592949907236,0.9276327124304267
688242,403,403,294,-201.16799926757812,-201.16879272460938,-1082.0,0.7870000004768372,0.7870000004768372,7.0,0.07841010536805897,0.9313940872299268
664560,381,381,325,-192.3068389892578,-190.1279296875,-375.5810546875,0.744140625,0.744140625,5.0,0.16862200220126936,0.9321765064042948
681378,350,350,290,-176.83709716796875,-174.658203125,-361.3515625,0.68359375,0.68359375,5.0,0.12433128782547502,0.9067877832512315
674218,365,365,250,-174.1435546875,-322.1435546875,-575.2999877929688,0.712890625,0.712890625,5.0,0.10100368549446426,0.9286973766185025
656401,350,350,275,-176.8370819091797,-174.658203125,-122.412109375,0.68359375,0.68359375,5.0,0.1809302857142857,0.9091130834879406
655733,350,350,240,-176.1107940673828,-174.658203125,-763.3935546875,0.68359375,0.68359375,5.0,0.14441108843537415,0.9412793197278911
502692,363,363,336,-176.1999969482422,-181.5,-918.4000244140625,0.7089840173721313,0.7089840173721313,1.0,0.1011199839618322,0.9101027808766351
524221,318,318,280,-182.689453125,-317.689453125,-627.0,0.62109375,0.62109375,5.0,0.1959527765063543,0.9377699302694853
430929,360,360,300,-173.39999389648438,-180.0,-799.2000122070312,0.703125,0.703125,5.0,0.13402916666666667,0.9477223251028807
670805,458,458,315,-229.27903747558594,-228.552734375,-911.1927490234375,0.89453125,0.89453125,5.0,0.13114724847243298,0.9560197506918584
689011,268,268,325,-130.83309936523438,-133.73828125,1215.791748046875,0.5234375,0.5234375,5.0,0.22976592353959252,0.9236418510204432
655541,385,385,300,-201.1240234375,-303.1240234375,-354.3999938964844,0.751953125,0.751953125,5.0,0.10459297239556979,0.9289951537639849
680021,403,403,350,-195.1064453125,-341.1064453125,-721.2999877929688,0.787109375,0.787109375,5.0,0.13439320305085134,0.9651289029548855
647495,350,350,285,-155.77450561523438,-174.658203125,-190.0634765625,0.68359375,0.68359375,5.0,0.19422103831006088,0.9137898174006445
528190,326,326,280,-175.39999389648438,-189.3000030517578,-289.75,0.6367189884185791,0.6367189884185791,10.0,0.1822731109832619,0.9049553588231183
686994,434,434,330,-232.55467224121094,-216.576171875,-627.4200439453125,0.84765625,0.84765625,5.0,0.13656707125192333,0.9532592215771939
657804,328,328,290,-157.8693084716797,-163.6796875,-193.1395263671875,0.640625,0.640625,5.0,0.1673098102012349,0.9073344453219553
639034,350,350,300,-171.0267333984375,-174.658203125,324.2147216796875,0.68359375,0.68359375,5.0,0.1404300680272109,0.9198077551020408
665608,356,356,315,-184.65234375,-317.65234375,-506.79998779296875,0.6953125,0.6953125,5.0,0.11953161477527088,0.9321531021616238
650118,365,365,250,-182.1435546875,-322.1435546875,-280.6000061035156,0.712890625,0.712890625,5.0,0.06092871458059673,0.9545054456746106
671083,309,309,290,-148.1982421875,-294.1982421875,-597.9000244140625,0.603515625,0.603515625,5.0,0.18678184394150993,0.9387111860854064
689050,294,294,280,-156.88101196289062,-146.712890625,-211.849853515625,0.57421875,0.57421875,5.0,0.22695441879375658,0.9035547357913039
523324,466,466,260,-217.0,-69.0,-9.5999755859375,0.91015625,0.91015625,5.0,0.13084593918303325,0.9357485473045255
697073,350,350,300,-173.93191528320312,-174.658203125,-292.914794921875,0.68359375,0.68359375,5.0,0.17770857142857144,0.9248518639455783
660579,350,350,300,-181.10000610351562,-175.0,-914.9000244140625,0.6835939884185791,0.6835939884185791,5.0,0.11076745578231292,0.9140605714285714
418152,314,314,235,-179.0,-157.0,-262.5,0.6132810115814209,0.6132810115814209,5.0,0.13602014841567092,0.9635314280584513
500102,381,381,330,-181.4123992919922,-190.1279296875,-403.9068603515625,0.744140625,0.744140625,5.0,0.13843767620195174,0.9367595186368823
655392,350,350,279,-182.0,-27.0,-247.74000549316406,0.68359375,0.68359375,3.0,0.09895480945066198,0.9476227049959769
684817,296,296,275,-149.1635284423828,-147.7109375,-267.2967529296875,0.578125,0.578125,5.0,0.192011587754831,0.9014514160966863
656321,312,312,285,-156.42164611816406,-155.6953125,-336.400634765625,0.609375,0.609375,5.0,0.1685176894817583,0.8910152239985236
340229,327,327,350,-198.0,-163.5,-737.7000122070312,0.638671875,0.638671875,5.0,0.1994664016042688,0.9445137828438898
679297,350,350,324,-165.89999389648438,-22.399999618530273,-325.4200134277344,0.68359375,0.68359375,3.0,0.16371410934744268,0.9233226757369615
680971,312,312,225,-174.1280059814453,-155.84730529785156,-834.5,0.6100000143051147,0.6100000143051147,5.0,0.11830708050259332,0.9130961903718314
333094,293,293,248,-121.4000015258789,-146.5,-240.0,0.5722659826278687,0.5722659826278687,7.5,0.13346699512534949,0.950663421032954
696405,347,347,324,-191.1611328125,-313.1611328125,-717.8380126953125,0.677734375,0.677734375,4.988093852996826,0.16163276933997284,0.9533143927451385
656152,350,350,275,-175.38449096679688,-174.658203125,-155.9322509765625,0.68359375,0.68359375,5.0,0.20650716141001854,0.911488
672685,327,327,314,-152.1806640625,-303.1806640625,-864.0999755859375,0.638671875,0.638671875,1.5,0.21169404449753046,0.9380745411578241
688999,387,387,260,-196.75352478027344,-193.1220703125,-392.62451171875,0.755859375,0.755859375,5.0,0.08656484832796353,0.9434572061487512
369542,350,350,306,-158.89999389648438,-50.400001525878906,-394.8500061035156,0.68359375,0.68359375,1.0,0.1370751233826864,0.9532611444577831
506929,328,328,328,-138.6796875,-284.6796875,-356.0,0.640625,0.640625,8.0,0.19070217735704648,0.9231305985748175
689283,314,314,245,-159.693359375,-296.693359375,-643.4000244140625,0.61328125,0.61328125,5.0,0.1642624902612268,0.9298999172876988
639937,350,350,330,-172.4793243408203,-174.658203125,-386.4814453125,0.68359375,0.68359375,5.0,0.19541311069882497,0.9021767470624613
645715,318,318,245,-153.6053924560547,-158.689453125,474.5443115234375,0.62109375,0.62109375,5.0,0.10489191285865242,0.9138516543439495
694827,350,350,250,-173.2056121826172,-174.658203125,-527.5433349609375,0.68359375,0.68359375,5.0,0.13445596734693877,0.9262811102040817
635466,350,350,290,-187.00521850585938,-174.658203125,-275.3626708984375,0.68359375,0.68359375,5.0,0.15409013370865587,0.8928807600281492
630152,350,350,290,-168.12155151367188,-174.658203125,-49.876220703125,0.68359375,0.68359375,5.0,0.1089780154820549,0.9206090640394089
632300,367,367,290,-187.4993896484375,-183.1416015625,-418.0362548828125,0.716796875,0.716796875,5.0,0.17400228009301633,0.9186557487094791
543415,308,308,270,-154.8000030517578,-154.0,-261.75,0.6015620231628418,0.6015620231628418,5.0,0.11423347575944978,0.9544563601381784
657105,330,330,232,-176.677734375,-304.677734375,-304.20001220703125,0.64453125,0.64453125,8.0,0.14489424020771982,0.9436413112314366
688918,446,446,315,-218.093994140625,-71.0,-237.1199951171875,0.87109375,0.87109375,3.0,0.14327437249575237,0.9654433218520572
673869,391,391,280,-212.50900268554688,-194.93099975585938,-636.5,0.7630000114440918,0.7630000114440918,5.0,0.0774888405267589,0.9151657171263924
689272,365,365,380,-185.04873657226562,-182.1435546875,-943.2962646484375,0.712890625,0.712890625,5.0,0.1492286100878016,0.9326722896563985
521443,384,384,280,-217.8748016357422,-191.8748016357422,-275.0,0.75,0.75,5.0,0.11683850969587053,0.9475999135819693
385812,390,390,210,-195.0,-195.0,-952.0,0.7609999775886536,0.7609999775886536,10.0,0.1387849472464857,0.9564018972480511
514065,371,371,330,-173.6280059814453,-61.0,-365.6499938964844,0.724609375,0.724609375,1.0,0.126881591174934,0.954299601972897
629229,350,350,260,-171.85000610351562,-22.399999618530273,-435.3299865722656,0.68359375,0.68359375,5.0,0.19031664050235478,0.9284429827315541
382900,360,360,324,-180.0,-180.0,-277.5,0.703125,0.703125,1.25,0.08833411922725194,0.9374665161560738
372514,422,422,295,-213.4930877685547,-210.587890625,-545.37451171875,0.82421875,0.82421875,5.0,0.12185085766039185,0.9500930431230511
648465,363,363,300,-192.76625061035156,-181.1455078125,394.113525390625,0.708984375,0.708984375,5.0,0.17330226886951156,0.9138629470259824
696981,350,350,300,-187.00523376464844,-174.658203125,-373.6363525390625,0.68359375,0.68359375,5.0,0.13352092517006803,0.9123264761904762
691325,350,350,305,-162.31118774414062,-174.658203125,-100.4610595703125,0.68359375,0.68359375,5.0,0.14343429909668787,0.9050109334225493
671869,321,321,345,-160.1865234375,-300.1865234375,-738.6190185546875,0.626953125,0.626953125,4.994397163391113,0.14175947128967517,0.9325016958917015
672677,350,350,300,-168.8478546142578,-174.658203125,-342.0936279296875,0.68359375,0.68359375,5.0,0.17745009523809524,0.9050810612244898
689048,350,350,365,-168.1215362548828,-174.658203125,-391.4229736328125,0.68359375,0.68359375,5.0,0.17927389432485322,0.8772158344981829
421207,296,296,252,-139.10000610351562,-148.0,-830.7999877929688,0.578125,0.578125,9.0,0.18261201295407375,0.9640675001739191
527797,264,264,290,-141.7421875,-270.7421875,-531.0,0.515625,0.515625,5.0,0.20307324815553657,0.942819753174377
650192,296,296,315,-134.86599731445312,-148.1475067138672,-538.0,0.5789999961853027,0.5789999961853027,5.0,0.13031007600264358,0.9538488657576495
632030,350,350,355,-172.4793243408203,-174.658203125,-452.2255859375,0.68359375,0.68359375,5.0,0.16491035354987066,0.9011233572865766
656881,350,350,345,-189.18411254882812,-174.658203125,-333.549560546875,0.68359375,0.68359375,5.0,0.20826302277432712,0.911854149659864
688833,350,350,270,-163.0374755859375,-174.658203125,-50.47021484375,0.68359375,0.68359375,5.0,0.12408060468631897,0.8850269085411943
689235,311,311,290,-155.84800720214844,-155.08709716796875,-907.5,0.6069999933242798,0.6069999933242798,5.0,0.16729972344913863,0.9207741498922069
656085,371,371,345,-197.87899780273438,-185.1844024658203,-1140.5,0.7239999771118164,0.7239999771118164,5.0,0.14900619959779848,0.9301570384372115
697416,350,350,279,-180.9499969482422,-15.199999809265137,-282.9599914550781,0.68359375,0.68359375,3.0,0.13789013239704484,0.9422990856557677
689024,384,384,285,-170.625,-336.625,-262.20001220703125,0.75,0.75,5.0,0.07159176356146442,0.9515814173291302
696740,354,354,255,-170.654296875,-316.654296875,-640.0999755859375,0.69140625,0.69140625,5.0,0.12335269771351356,0.9299548936367295
343262,354,354,345,-182.23800659179688,725.7260131835938,663.0800170898438,0.6913999915122986,0.6913999915122986,5.0,0.12888313416147745,0.948366540978609
696403,403,403,330,-202.1064453125,-341.1064453125,-688.5,0.787109375,0.787109375,5.0,0.1293556652797828,0.9418814116324722
504068,346,346,330,-150.6999969482422,-173.0,-696.0,0.67578125,0.67578125,5.0,0.09489309041499225,0.9405299106876173
680075,350,350,321,-173.9499969482422,-22.399999618530273,-236.13999938964844,0.68359375,0.68359375,3.0,0.12787572000762923,0.9244982134910039
674160,341,341,285,-178.1669921875,-278.1669921875,-676.4000244140625,0.666015625,0.666015625,5.0,0.09057918831529853,0.9449064780612361
674229,321,321,265,-157.1865234375,-300.1865234375,-730.5999755859375,0.626953125,0.626953125,5.0,0.14289311105874142,0.9207534352052206
514515,351,351,315,-178.8000030517578,-175.3000030517578,-310.0,0.6850000023841858,0.6850000023841858,4.920634746551514,0.14474008984930162,0.940189879411152
648253,374,374,290,-175.7403106689453,-186.634765625,-333.1356201171875,0.73046875,0.73046875,5.0,0.1283803832162674,0.9007629417582667
525646,397,397,370,-212.1123046875,-343.1123046875,-828.5,0.775390625,0.775390625,10.0,0.11334045438823719,0.9516029147052756
322897,338,338,320,-200.6999969482422,-169.0,-793.7000122070312,0.66015625,0.66015625,5.0,0.15283931760092434,0.9611950080529393
672739,380,380,290,-182.62890625,-309.62890625,-473.70001220703125,0.7421875,0.7421875,5.0,0.12340567389435476,0.93950403572452
661690,362,362,345,-171.646484375,-279.646484375,-418.1000061035156,0.70703125,0.70703125,5.0,0.138560651605457,0.9463421733777658
674173,337,337,310,-180.1708984375,-294.1708984375,-717.0999755859375,0.658203125,0.658203125,5.0,0.15467268867952663,0.9269763528723053
631946,379,379,335,-192.0350799560547,-189.1298828125,-466.5074462890625,0.740234375,0.740234375,5.0,0.13279690754739193,0.9214356022534206
688886,350,350,315,-173.93191528320312,-174.658203125,-337.8092041015625,0.68359375,0.68359375,5.0,0.185977065111759,0.9070368383543894
693627,315,315,280,-144.8453369140625,-157.1923828125,-150.4847412109375,0.615234375,0.615234375,5.0,0.2246683223553972,0.8908446891984307
495215,370,370,325,-192.61599731445312,717.3510131835938,701.27001953125,0.7226999998092651,0.7226999998092651,5.0,0.11892730235432938,0.9251088385682981
655396,306,306,255,-143.701171875,-292.701171875,-1113.9000244140625,0.59765625,0.59765625,5.0,0.11801548591584099,0.9357200892232668
663605,348,348,270,-189.66015625,-272.66015625,-399.29998779296875,0.6796875,0.6796875,5.0,0.07715795545181858,0.9521746536799714
647210,350,350,285,-173.20559692382812,-174.658203125,-175.21240234375,0.68359375,0.68359375,5.0,0.17509190118152523,0.9146445542427497
696624,426,426,250,-194.583984375,-372.583984375,-152.89999389648438,0.83203125,0.83203125,5.0,0.10578205382529922,0.954483127245476
631223,366,366,350,-182.642578125,-322.642578125,-763.7999877929688,0.71484375,0.71484375,5.0,0.1609082939813926,0.9470794461294327
647932,393,393,315,-186.06100463867188,-196.1396026611328,-956.0,0.7670000195503235,0.7670000195503235,7.0,0.15121940390864114,0.9343767969022908
663638,350,350,315,-176.8370819091797,-174.658203125,-275.6466064453125,0.68359375,0.68359375,5.0,0.12970049886621315,0.8942284159378037
693399,354,354,259,-163.42300415039062,-176.86090087890625,-925.0,0.6919999718666077,0.6919999718666077,7.0,0.14051018022577919,0.93394157484936
639087,350,350,285,-172.4793243408203,-174.658203125,1234.204833984375,0.68359375,0.68359375,5.0,0.13588416756176155,0.9380381811672037
655410,401,401,291,-201.302001953125,-52.5,-323.0299987792969,0.783203125,0.783203125,3.0,0.08075115191685028,0.9439643343928701
663636,370,370,355,-184.638671875,-184.638671875,1150.25048828125,0.72265625,0.72265625,5.0,0.18187884649019023,0.9272836346052943
648468,315,315,325,-142.66648864746094,-157.1923828125,355.3023681640625,0.615234375,0.615234375,5.0,0.173463480434909,0.8881477915382677
509047,345,345,270,-175.1630859375,-325.1630859375,-420.0,0.673828125,0.673828125,6.0,0.09651539125767229,0.9405770029638965
696524,413,413,360,-216.2648162841797,-206.0966796875,-542.4903564453125,0.806640625,0.806640625,5.0,0.15645589175055255,0.9286873803433084
656432,313,313,340,-151.1102752685547,-156.1943359375,-396.1116943359375,0.611328125,0.611328125,5.0,0.21438927559918414,0.8862554961863687
689494,432,432,327,-212.11199951171875,-64.0,-260.2300109863281,0.84375,0.84375,3.0,0.15262000908202347,0.9543215710117752
693177,350,350,260,-171.7530059814453,-174.658203125,-258.095703125,0.68359375,0.68359375,5.0,0.13866835164835165,0.9150621036106751
688190,350,350,270,-174.658203125,-174.658203125,-285.6033935546875,0.68359375,0.68359375,5.0,0.13316991685563115,0.9008371277399849
629179,334,334,308,-179.39999389648438,-166.80239868164062,-972.5,0.6520000100135803,0.6520000100135803,7.0,0.11982631284596217,0.9261988504521402
409266,293,293,322,-124.69999694824219,-153.10000610351562,-305.0,0.5722659826278687,0.5722659826278687,7.5,0.2431690873669636,0.9095173534869725
656652,344,344,260,-157.6640625,-308.6640625,-620.2999877929688,0.671875,0.671875,5.0,0.1391973506989225,0.9335483772413363
664008,330,330,208,-171.677734375,-265.677734375,-54.599998474121094,0.64453125,0.64453125,8.0,0.08510701419792328,0.9420999328953874
688178,350,350,245,-165.2163543701172,-174.658203125,-342.601318359375,0.68359375,0.68359375,5.0,0.09688006663890046,0.9157325447730112
318713,310,310,330,-150.0,-140.0,-314.0,0.6054688096046448,0.6054688096046448,10.0,0.1540002522624791,0.9386167817614227
689573,350,350,250,-167.62600708007812,-174.658203125,-797.5,0.6830000281333923,0.6830000281333923,5.0,0.12140261224489796,0.929229812244898
655386,407,407,324,-210.41900634765625,-55.5,-419.8999938964844,0.794921875,0.794921875,3.0,0.0986438564243642,0.9412273564607717
631089,486,486,250,-249.0620574951172,-242.525390625,1226.0245361328125,0.94921875,0.94921875,5.0,0.10239480770207794,0.9740910769022337
418854,350,350,325,-179.0159912109375,-174.658203125,1206.15576171875,0.68359375,0.68359375,1.2000000476837158,0.13213440502354787,0.922988885400314
675937,350,350,285,-161.58489990234375,-174.658203125,-100.071533203125,0.68359375,0.68359375,5.0,0.11473449337629789,0.9058206945936269
665889,322,322,345,-148.685546875,-263.685546875,-597.5999755859375,0.62890625,0.62890625,5.0,0.18137688707438265,0.9328871056929388
671770,309,309,305,-173.1982421875,-294.1982421875,-478.8999938964844,0.603515625,0.603515625,5.0,0.18373422847322984,0.9225698151945431
688332,371,371,230,-182.9588165283203,-185.1376953125,-532.7899169921875,0.724609375,0.724609375,5.0,0.08005785687593718,0.9311930564167716
688969,362,362,350,-193.646484375,-320.646484375,-605.7999877929688,0.70703125,0.70703125,5.0,0.1588622578239806,0.9318675515748255
693699,312,312,230,-162.23194885253906,-155.6953125,-85.74755859375,0.609375,0.609375,5.0,0.20134980740645456,0.9254657172769631
656277,362,362,350,-173.08299255371094,-180.89599609375,-867.5,0.7080000042915344,0.7080000042915344,5.0,0.16260318235532667,0.9280541323088864
688185,322,322,300,-165.04330444335938,-160.685546875,-317.9302978515625,0.62890625,0.62890625,5.0,0.14857586512866017,0.8859266617800239
525709,360,360,330,-159.10000610351562,-180.0,-317.25,0.703125,0.703125,7.5,0.1821442199775533,0.9332550505050505
651273,350,350,240,-177.10000610351562,-27.700000762939453,-242.82000732421875,0.68359375,0.68359375,3.0,0.08083102040816327,0.9316012244897959
634004,340,340,280,-157.66796875,-309.66796875,-326.79998779296875,0.6640625,0.6640625,5.0,0.0975299060800791,0.962252471576866
641506,350,350,275,-176.1107940673828,-174.658203125,-541.6204833984375,0.68359375,0.68359375,5.0,0.16194178849721708,0.9599571354359926
664166,369,369,360,-193.1396484375,-324.1396484375,-699.7000122070312,0.720703125,0.720703125,5.0,0.15988439747390548,0.935532568062808
657087,359,359,320,-183.1494140625,-319.1494140625,-483.0,0.701171875,0.701171875,5.0,0.14324352503472196,0.9404500323942241
672344,350,350,300,-165.94264221191406,-174.658203125,-407.8668212890625,0.68359375,0.68359375,5.0,0.1479560544217687,0.9348206258503401
656451,313,313,295,-149.65768432617188,-156.1943359375,1190.073486328125,0.611328125,0.611328125,5.0,0.16930727481937818,0.9322976776984625
639536,415,415,315,-218.71546936035156,-207.0947265625,-419.80859375,0.810546875,0.810546875,5.0,0.1173086885695392,0.9320878050354027
